fips,name,state,Number_of_returns,estimated_exams,audit_rate,audit_rate_trunk
17075,"Iroquois County, Illinois",Illinois,55310,402,7.268125112999457,7.268125112999457
17077,"Jackson County, Illinois",Illinois,93070,725,7.789835607607177,7.789835607607177
17079,"Jasper County, Illinois",Illinois,18590,131,7.046799354491662,7.046799354491662
17081,"Jefferson County, Illinois",Illinois,67150,508,7.565152643335815,7.565152643335815
17083,"Jersey County, Illinois",Illinois,40810,286,7.008086253369272,7.008086253369272
17085,"Jo Daviess County, Illinois",Illinois,50130,340,6.7823658487931375,6.7823658487931375
17087,"Johnson County, Illinois",Illinois,19900,142,7.135678391959799,7.135678391959799
17089,"Kane County, Illinois",Illinois,963120,6973,7.24001162887283,7.24001162887283
17091,"Kankakee County, Illinois",Illinois,202380,1490,7.362387587706295,7.362387587706295
17093,"Kendall County, Illinois",Illinois,220520,1492,6.765826228913477,6.765826228913477
17095,"Knox County, Illinois",Illinois,93480,685,7.327770646127514,7.327770646127514
17097,"Lake County, Illinois",Illinois,1363420,10638,7.802437986827243,7.802437986827243
17099,"LaSalle County, Illinois",Illinois,216700,1513,6.9820027688048,6.9820027688048
17101,"Lawrence County, Illinois",Illinois,25570,189,7.391474384043802,7.391474384043802
17103,"Lee County, Illinois",Illinois,65150,462,7.0913277052954715,7.0913277052954715
17105,"Livingston County, Illinois",Illinois,68760,483,7.024432809773124,7.024432809773124
17107,"Logan County, Illinois",Illinois,50480,357,7.072107765451664,7.072107765451664
17109,"McDonough County, Illinois",Illinois,49540,356,7.1861122325393625,7.1861122325393625
17111,"McHenry County, Illinois",Illinois,610590,4190,6.862215234445372,6.862215234445372
17113,"McLean County, Illinois",Illinois,311180,2162,6.9477472845298545,6.9477472845298545
17115,"Macon County, Illinois",Illinois,197950,1493,7.542308663803991,7.542308663803991
17117,"Macoupin County, Illinois",Illinois,84710,597,7.047574076260182,7.047574076260182
17119,"Madison County, Illinois",Illinois,499870,3556,7.113849600896233,7.113849600896233
17121,"Marion County, Illinois",Illinois,71670,542,7.562438956327613,7.562438956327613
17123,"Marshall County, Illinois",Illinois,23960,160,6.67779632721202,6.67779632721202
17125,"Mason County, Illinois",Illinois,25830,190,7.355787843592721,7.355787843592721
17127,"Massac County, Illinois",Illinois,25820,195,7.5522850503485675,7.5522850503485675
17129,"Menard County, Illinois",Illinois,24620,169,6.864337936636881,6.864337936636881
17131,"Mercer County, Illinois",Illinois,31510,210,6.664550936210727,6.664550936210727
17133,"Monroe County, Illinois",Illinois,67e3,441,6.582089552238806,6.582089552238806
17135,"Montgomery County, Illinois",Illinois,50550,359,7.101879327398615,7.101879327398615
17137,"Morgan County, Illinois",Illinois,63060,459,7.278782112274024,7.278782112274024
17139,"Moultrie County, Illinois",Illinois,26960,188,6.973293768545995,6.973293768545995
17141,"Ogle County, Illinois",Illinois,101390,707,6.973074267679258,6.973074267679258
17143,"Peoria County, Illinois",Illinois,358620,2746,7.657130109865595,7.657130109865595
17145,"Perry County, Illinois",Illinois,35490,258,7.2696534234995775,7.2696534234995775
17147,"Piatt County, Illinois",Illinois,32180,224,6.960845245494096,6.960845245494096
17149,"Pike County, Illinois",Illinois,27790,213,7.664627563871896,7.664627563871896
17151,"Pope County, Illinois",Illinois,6210,50,8.051529790660224,8.051529790660224
17153,"Pulaski County, Illinois",Illinois,9620,79,8.212058212058212,8.212058212058212
17155,"Putnam County, Illinois",Illinois,11800,82,6.9491525423728815,6.9491525423728815
17157,"Randolph County, Illinois",Illinois,55160,383,6.943437273386512,6.943437273386512
17159,"Richland County, Illinois",Illinois,30090,219,7.278165503489531,7.278165503489531
17161,"Rock Island County, Illinois",Illinois,284290,2049,7.20742903373316,7.20742903373316
17163,"St. Clair County, Illinois",Illinois,486020,3721,7.656063536479981,7.656063536479981
17165,"Saline County, Illinois",Illinois,41700,323,7.7458033573141485,7.7458033573141485
17167,"Sangamon County, Illinois",Illinois,399090,2885,7.228945851812874,7.228945851812874
17169,"Schuyler County, Illinois",Illinois,12880,95,7.375776397515528,7.375776397515528
17171,"Scott County, Illinois",Illinois,9660,65,6.728778467908903,6.728778467908903
17173,"Shelby County, Illinois",Illinois,40830,286,7.004653441097232,7.004653441097232
17175,"Stark County, Illinois",Illinois,10750,79,7.348837209302326,7.348837209302326
17177,"Stephenson County, Illinois",Illinois,88960,657,7.385341726618705,7.385341726618705
17179,"Tazewell County, Illinois",Illinois,258700,1774,6.857363741785853,6.857363741785853
17181,"Union County, Illinois",Illinois,31080,228,7.3359073359073355,7.3359073359073355
17183,"Vermilion County, Illinois",Illinois,137920,1058,7.671113689095128,7.671113689095128
17185,"Wabash County, Illinois",Illinois,21210,155,7.307873644507308,7.307873644507308
17187,"Warren County, Illinois",Illinois,31920,236,7.393483709273183,7.393483709273183
17189,"Washington County, Illinois",Illinois,28720,193,6.720055710306407,6.720055710306407
17191,"Wayne County, Illinois",Illinois,28900,208,7.197231833910035,7.197231833910035
17193,"White County, Illinois",Illinois,25730,193,7.500971628449281,7.500971628449281
17195,"Whiteside County, Illinois",Illinois,111900,788,7.042001787310098,7.042001787310098
17197,"Will County, Illinois",Illinois,1297160,9188,7.083166301766937,7.083166301766937
17199,"Williamson County, Illinois",Illinois,120150,901,7.498959633791094,7.498959633791094
17201,"Winnebago County, Illinois",Illinois,543590,4098,7.538770028882062,7.538770028882062
17203,"Woodford County, Illinois",Illinois,72970,493,6.756201178566534,6.756201178566534
18001,"Adams County, Indiana",Indiana,59640,408,6.841046277665996,6.841046277665996
18003,"Allen County, Indiana",Indiana,692030,5145,7.434648786902303,7.434648786902303
18005,"Bartholomew County, Indiana",Indiana,156960,1080,6.8807339449541285,6.8807339449541285
18007,"Benton County, Indiana",Indiana,16430,125,7.608034083992696,7.608034083992696
18009,"Blackford County, Indiana",Indiana,23460,172,7.331628303495311,7.331628303495311
18011,"Boone County, Indiana",Indiana,117810,888,7.537560478736949,7.537560478736949
18013,"Brown County, Indiana",Indiana,30330,223,7.352456313880647,7.352456313880647
18015,"Carroll County, Indiana",Indiana,38010,266,6.998158379373849,6.998158379373849
18017,"Cass County, Indiana",Indiana,72190,530,7.341737082698435,7.341737082698435
18019,"Clark County, Indiana",Indiana,222500,1567,7.0426966292134825,7.0426966292134825
18021,"Clay County, Indiana",Indiana,48400,357,7.37603305785124,7.37603305785124
18023,"Clinton County, Indiana",Indiana,61360,435,7.089308996088657,7.089308996088657
18025,"Crawford County, Indiana",Indiana,18490,143,7.733910221741482,7.733910221741482
18027,"Daviess County, Indiana",Indiana,57e3,414,7.263157894736842,7.263157894736842
18029,"Dearborn County, Indiana",Indiana,97850,668,6.826775677056719,6.826775677056719
18031,"Decatur County, Indiana",Indiana,51320,365,7.1122369446609515,7.1122369446609515
18033,"DeKalb County, Indiana",Indiana,80730,568,7.035798340146166,7.035798340146166
18035,"Delaware County, Indiana",Indiana,195070,1449,7.428102732352489,7.428102732352489
18037,"Dubois County, Indiana",Indiana,88350,579,6.5534804753820035,6.5534804753820035
18039,"Elkhart County, Indiana",Indiana,371020,2698,7.271845183548057,7.271845183548057
18041,"Fayette County, Indiana",Indiana,40420,310,7.669470559129144,7.669470559129144
18043,"Floyd County, Indiana",Indiana,149850,1063,7.093760427093761,7.093760427093761
18045,"Fountain County, Indiana",Indiana,31870,224,7.028553498588014,7.028553498588014
18047,"Franklin County, Indiana",Indiana,43340,313,7.221965851407476,7.221965851407476
18049,"Fulton County, Indiana",Indiana,38090,290,7.61354686269362,7.61354686269362
18051,"Gibson County, Indiana",Indiana,64180,438,6.824555936428794,6.824555936428794
18053,"Grant County, Indiana",Indiana,119130,897,7.529589524049357,7.529589524049357
18055,"Greene County, Indiana",Indiana,57780,417,7.217030114226376,7.217030114226376
18057,"Hamilton County, Indiana",Indiana,565940,4169,7.366505283245574,7.366505283245574
18059,"Hancock County, Indiana",Indiana,140260,944,6.730357906744617,6.730357906744617
18061,"Harrison County, Indiana",Indiana,72500,514,7.089655172413793,7.089655172413793
18063,"Hendricks County, Indiana",Indiana,293920,1976,6.722917800762112,6.722917800762112
18065,"Henry County, Indiana",Indiana,86940,625,7.188865884518059,7.188865884518059
18067,"Howard County, Indiana",Indiana,160290,1171,7.30550876536278,7.30550876536278
18069,"Huntington County, Indiana",Indiana,70580,493,6.9849815811844715,6.9849815811844715
18071,"Jackson County, Indiana",Indiana,86550,610,7.047949162333911,7.047949162333911
18073,"Jasper County, Indiana",Indiana,61640,418,6.781310837118754,6.781310837118754
18075,"Jay County, Indiana",Indiana,38210,283,7.406438105208061,7.406438105208061
18077,"Jefferson County, Indiana",Indiana,59210,433,7.312953892923493,7.312953892923493
18079,"Jennings County, Indiana",Indiana,51270,381,7.43124634289058,7.43124634289058
18081,"Johnson County, Indiana",Indiana,281730,1964,6.971213573279381,6.971213573279381
18083,"Knox County, Indiana",Indiana,66620,487,7.310117081957371,7.310117081957371
18085,"Kosciusko County, Indiana",Indiana,151920,1077,7.089257503949447,7.089257503949447
18087,"LaGrange County, Indiana",Indiana,66690,444,6.657669815564552,6.657669815564552
18089,"Lake County, Indiana",Indiana,913270,6780,7.423872458309153,7.423872458309153
18091,"LaPorte County, Indiana",Indiana,205040,1509,7.359539602028872,7.359539602028872
18093,"Lawrence County, Indiana",Indiana,83260,607,7.290415565697814,7.290415565697814
18095,"Madison County, Indiana",Indiana,237290,1750,7.374942054026719,7.374942054026719
18097,"Marion County, Indiana",Indiana,1809180,14188,7.8422268652096525,7.8422268652096525
18099,"Marshall County, Indiana",Indiana,87790,623,7.096480236929035,7.096480236929035
18101,"Martin County, Indiana",Indiana,18790,129,6.865353911655135,6.865353911655135
18103,"Miami County, Indiana",Indiana,61330,454,7.402576226968857,7.402576226968857
18105,"Monroe County, Indiana",Indiana,226180,1612,7.127066937837121,7.127066937837121
18107,"Montgomery County, Indiana",Indiana,72530,506,6.976423548876327,6.976423548876327
18109,"Morgan County, Indiana",Indiana,133530,956,7.159439826256272,7.159439826256272
18111,"Newton County, Indiana",Indiana,26390,191,7.237589996210686,7.237589996210686
18113,"Noble County, Indiana",Indiana,87220,605,6.9364824581518,6.9364824581518
18115,"Ohio County, Indiana",Indiana,11260,78,6.927175843694493,6.927175843694493
18117,"Orange County, Indiana",Indiana,34730,271,7.803052116325944,7.803052116325944
18119,"Owen County, Indiana",Indiana,38370,286,7.453739900964296,7.453739900964296
18121,"Parke County, Indiana",Indiana,27610,203,7.352408547627671,7.352408547627671
18123,"Perry County, Indiana",Indiana,34560,240,6.944444444444444,6.944444444444444
18125,"Pike County, Indiana",Indiana,22840,157,6.873905429071804,6.873905429071804
18127,"Porter County, Indiana",Indiana,321750,2213,6.878010878010878,6.878010878010878
18129,"Posey County, Indiana",Indiana,49100,328,6.6802443991853355,6.6802443991853355
18131,"Pulaski County, Indiana",Indiana,23820,176,7.388748950461797,7.388748950461797
18133,"Putnam County, Indiana",Indiana,62880,447,7.108778625954199,7.108778625954199
18135,"Randolph County, Indiana",Indiana,47150,348,7.380699893955461,7.380699893955461
18137,"Ripley County, Indiana",Indiana,52750,369,6.995260663507109,6.995260663507109
18139,"Rush County, Indiana",Indiana,31850,234,7.346938775510203,7.346938775510203
18141,"St. Joseph County, Indiana",Indiana,495910,3731,7.5235425782904155,7.5235425782904155
18143,"Scott County, Indiana",Indiana,41530,317,7.633036359258367,7.633036359258367
18145,"Shelby County, Indiana",Indiana,85720,603,7.034531031264582,7.034531031264582
18147,"Spencer County, Indiana",Indiana,39260,264,6.724401426388181,6.724401426388181
18149,"Starke County, Indiana",Indiana,41170,309,7.505465144522711,7.505465144522711
18151,"Steuben County, Indiana",Indiana,64870,474,7.306921535378449,7.306921535378449
18153,"Sullivan County, Indiana",Indiana,35080,258,7.354618015963512,7.354618015963512
18155,"Switzerland County, Indiana",Indiana,16270,124,7.621389059618931,7.621389059618931
18157,"Tippecanoe County, Indiana",Indiana,293770,2094,7.128025325935256,7.128025325935256
18159,"Tipton County, Indiana",Indiana,30610,206,6.729826853969292,6.729826853969292
18161,"Union County, Indiana",Indiana,13220,93,7.034795763993949,7.034795763993949
18163,"Vanderburgh County, Indiana",Indiana,341020,2478,7.26643598615917,7.26643598615917
18165,"Vermillion County, Indiana",Indiana,29220,211,7.2210814510609165,7.2210814510609165
18167,"Vigo County, Indiana",Indiana,184970,1394,7.536357247121154,7.536357247121154
18169,"Wabash County, Indiana",Indiana,60350,425,7.042253521126761,7.042253521126761
18171,"Warren County, Indiana",Indiana,15970,114,7.138384470882905,7.138384470882905
18173,"Warrick County, Indiana",Indiana,116090,806,6.942889137737962,6.942889137737962
18175,"Washington County, Indiana",Indiana,49080,375,7.640586797066014,7.640586797066014
18177,"Wayne County, Indiana",Indiana,121730,927,7.615213998192721,7.615213998192721
18179,"Wells County, Indiana",Indiana,52090,357,6.853522749088117,6.853522749088117
18181,"White County, Indiana",Indiana,48250,346,7.17098445595855,7.17098445595855
18183,"Whitley County, Indiana",Indiana,65500,438,6.687022900763359,6.687022900763359
19001,"Adair County, Iowa",Iowa,14020,100,7.132667617689016,7.132667617689016
19003,"Adams County, Iowa",Iowa,7480,59,7.887700534759357,7.887700534759357
19005,"Allamakee County, Iowa",Iowa,26900,198,7.360594795539034,7.360594795539034
19007,"Appanoose County, Iowa",Iowa,22100,173,7.828054298642534,7.828054298642534
19009,"Audubon County, Iowa",Iowa,11380,83,7.293497363796133,7.293497363796133
19011,"Benton County, Iowa",Iowa,48020,316,6.580591420241566,6.580591420241566
19013,"Black Hawk County, Iowa",Iowa,239740,1670,6.965879703011597,6.965879703011597
19015,"Boone County, Iowa",Iowa,50290,335,6.661364088287931,6.661364088287931
19017,"Bremer County, Iowa",Iowa,43790,283,6.4626627083809085,6.4626627083809085
19019,"Buchanan County, Iowa",Iowa,38050,253,6.649145860709592,6.649145860709592
19021,"Buena Vista County, Iowa",Iowa,38970,293,7.5186040544008215,7.5186040544008215
19023,"Butler County, Iowa",Iowa,27450,184,6.703096539162113,6.703096539162113
19025,"Calhoun County, Iowa",Iowa,18350,132,7.193460490463216,7.193460490463216
19027,"Carroll County, Iowa",Iowa,40840,282,6.904995102840353,6.904995102840353
19029,"Cass County, Iowa",Iowa,25850,194,7.5048355899419725,7.5048355899419725
19031,"Cedar County, Iowa",Iowa,35040,232,6.621004566210046,6.621004566210046
19033,"Cerro Gordo County, Iowa",Iowa,84040,592,7.044264635887672,7.044264635887672
19035,"Cherokee County, Iowa",Iowa,23040,169,7.335069444444445,7.335069444444445
19037,"Chickasaw County, Iowa",Iowa,23430,163,6.95689287238583,6.95689287238583
19039,"Clarke County, Iowa",Iowa,17110,128,7.481005260081824,7.481005260081824
19041,"Clay County, Iowa",Iowa,32820,225,6.855575868372943,6.855575868372943
19043,"Clayton County, Iowa",Iowa,33590,241,7.174754391187853,7.174754391187853
19045,"Clinton County, Iowa",Iowa,90650,639,7.049089906232763,7.049089906232763
19047,"Crawford County, Iowa",Iowa,31550,232,7.353407290015848,7.353407290015848
19049,"Dallas County, Iowa",Iowa,144320,1013,7.019124168514413,7.019124168514413
19051,"Davis County, Iowa",Iowa,13970,113,8.088761632068719,8.088761632068719
19053,"Decatur County, Iowa",Iowa,12650,105,8.300395256916996,8.300395256916996
19055,"Delaware County, Iowa",Iowa,33470,231,6.901703017627726,6.901703017627726
19057,"Des Moines County, Iowa",Iowa,77100,557,7.224383916990921,7.224383916990921
19059,"Dickinson County, Iowa",Iowa,35520,251,7.066441441441441,7.066441441441441
19061,"Dubuque County, Iowa",Iowa,187600,1272,6.780383795309168,6.780383795309168
19063,"Emmet County, Iowa",Iowa,18180,128,7.040704070407041,7.040704070407041
19065,"Fayette County, Iowa",Iowa,36270,259,7.140887786049077,7.140887786049077
19067,"Floyd County, Iowa",Iowa,29500,212,7.186440677966101,7.186440677966101
19069,"Franklin County, Iowa",Iowa,18960,143,7.542194092827004,7.542194092827004
19071,"Fremont County, Iowa",Iowa,12900,93,7.209302325581395,7.209302325581395
19073,"Greene County, Iowa",Iowa,17180,129,7.508731082654249,7.508731082654249
19075,"Grundy County, Iowa",Iowa,23190,159,6.85640362225097,6.85640362225097
19077,"Guthrie County, Iowa",Iowa,20320,151,7.431102362204725,7.431102362204725
19079,"Hamilton County, Iowa",Iowa,28870,202,6.996882577069623,6.996882577069623
19081,"Hancock County, Iowa",Iowa,21e3,141,6.714285714285714,6.714285714285714
19083,"Hardin County, Iowa",Iowa,31600,224,7.0886075949367084,7.0886075949367084
19085,"Harrison County, Iowa",Iowa,26780,192,7.169529499626587,7.169529499626587
19087,"Henry County, Iowa",Iowa,35530,253,7.120743034055727,7.120743034055727
19089,"Howard County, Iowa",Iowa,18370,134,7.294501905280348,7.294501905280348
19091,"Humboldt County, Iowa",Iowa,18410,132,7.17001629549158,7.17001629549158
19093,"Ida County, Iowa",Iowa,13490,101,7.48702742772424,7.48702742772424
19095,"Iowa County, Iowa",Iowa,32120,212,6.60024906600249,6.60024906600249
19097,"Jackson County, Iowa",Iowa,38050,267,7.017082785808147,7.017082785808147
19099,"Jasper County, Iowa",Iowa,67010,451,6.73033875540964,6.73033875540964
19101,"Jefferson County, Iowa",Iowa,30200,245,8.112582781456952,8.112582781456952
19103,"Johnson County, Iowa",Iowa,251020,1741,6.935702334475341,6.935702334475341
19105,"Jones County, Iowa",Iowa,36310,247,6.802533737262462,6.802533737262462
19107,"Keokuk County, Iowa",Iowa,18430,137,7.433532284319045,7.433532284319045
19109,"Kossuth County, Iowa",Iowa,30160,209,6.929708222811671,6.929708222811671
19111,"Lee County, Iowa",Iowa,63430,462,7.283619738294183,7.283619738294183
19113,"Linn County, Iowa",Iowa,419410,2862,6.82387162919339,6.82387162919339
19115,"Louisa County, Iowa",Iowa,20380,143,7.016683022571148,7.016683022571148
19117,"Lucas County, Iowa",Iowa,15720,118,7.506361323155216,7.506361323155216
19119,"Lyon County, Iowa",Iowa,20860,144,6.903163950143815,6.903163950143815
19121,"Madison County, Iowa",Iowa,28260,193,6.829440905874026,6.829440905874026
19123,"Mahaska County, Iowa",Iowa,38690,274,7.081933316102352,7.081933316102352
19125,"Marion County, Iowa",Iowa,58770,397,6.755147183937383,6.755147183937383
19127,"Marshall County, Iowa",Iowa,72590,518,7.135969141755062,7.135969141755062
19129,"Mills County, Iowa",Iowa,26680,186,6.971514242878561,6.971514242878561
19131,"Mitchell County, Iowa",Iowa,19260,137,7.11318795430945,7.11318795430945
19133,"Monona County, Iowa",Iowa,16700,122,7.3053892215568865,7.3053892215568865
19135,"Monroe County, Iowa",Iowa,13880,107,7.70893371757925,7.70893371757925
19137,"Montgomery County, Iowa",Iowa,19310,141,7.301916105644743,7.301916105644743
19139,"Muscatine County, Iowa",Iowa,82580,589,7.1324775974812304,7.1324775974812304
19141,"O'Brien County, Iowa",Iowa,26770,187,6.985431453119163,6.985431453119163
19143,"Osceola County, Iowa",Iowa,12080,83,6.870860927152318,6.870860927152318
19145,"Page County, Iowa",Iowa,26520,191,7.202111613876319,7.202111613876319
19147,"Palo Alto County, Iowa",Iowa,17080,119,6.967213114754099,6.967213114754099
19149,"Plymouth County, Iowa",Iowa,48460,330,6.80973999174577,6.80973999174577
19151,"Pocahontas County, Iowa",Iowa,13660,102,7.46705710102489,7.46705710102489
19153,"Polk County, Iowa",Iowa,878300,6126,6.974837754753501,6.974837754753501
19155,"Pottawattamie County, Iowa",Iowa,170720,1218,7.134489222118088,7.134489222118088
19157,"Poweshiek County, Iowa",Iowa,33080,228,6.892382103990327,6.892382103990327
19159,"Ringgold County, Iowa",Iowa,8270,70,8.464328899637243,8.464328899637243
19161,"Sac County, Iowa",Iowa,19330,140,7.242628039317124,7.242628039317124
19163,"Scott County, Iowa",Iowa,327210,2366,7.23083035359555,7.23083035359555
19165,"Shelby County, Iowa",Iowa,23520,162,6.887755102040816,6.887755102040816
19167,"Sioux County, Iowa",Iowa,57500,381,6.626086956521739,6.626086956521739
19169,"Story County, Iowa",Iowa,144860,952,6.57186248791937,6.57186248791937
19171,"Tama County, Iowa",Iowa,33410,238,7.1236156839269675,7.1236156839269675
19173,"Taylor County, Iowa",Iowa,11140,86,7.719928186714542,7.719928186714542
19175,"Union County, Iowa",Iowa,22490,167,7.425522454424189,7.425522454424189
19177,"Van Buren County, Iowa",Iowa,12720,97,7.6257861635220126,7.6257861635220126
19179,"Wapello County, Iowa",Iowa,62830,470,7.480502944453287,7.480502944453287
19181,"Warren County, Iowa",Iowa,88230,585,6.6303978238694325,6.6303978238694325
19183,"Washington County, Iowa",Iowa,41680,289,6.933781190019194,6.933781190019194
19185,"Wayne County, Iowa",Iowa,10860,88,8.103130755064457,8.103130755064457
19187,"Webster County, Iowa",Iowa,66520,476,7.155742633794348,7.155742633794348
19189,"Winnebago County, Iowa",Iowa,20560,144,7.003891050583658,7.003891050583658
19191,"Winneshiek County, Iowa",Iowa,37700,260,6.896551724137931,6.896551724137931
19193,"Woodbury County, Iowa",Iowa,187660,1390,7.407012682510924,7.407012682510924
19195,"Worth County, Iowa",Iowa,14460,103,7.123098201936376,7.123098201936376
19197,"Wright County, Iowa",Iowa,24020,171,7.119067443796836,7.119067443796836
20001,"Allen County, Kansas",Kansas,23900,185,7.7405857740585775,7.7405857740585775
20003,"Anderson County, Kansas",Kansas,14140,109,7.708628005657709,7.708628005657709
20005,"Atchison County, Kansas",Kansas,27990,204,7.288317256162915,7.288317256162915
20007,"Barber County, Kansas",Kansas,9470,76,8.025343189017951,8.025343189017951
20009,"Barton County, Kansas",Kansas,50870,365,7.175152349125222,7.175152349125222
20011,"Bourbon County, Kansas",Kansas,25190,207,8.217546645494243,8.217546645494243
20013,"Brown County, Kansas",Kansas,17830,139,7.795849691531127,7.795849691531127
20015,"Butler County, Kansas",Kansas,115570,810,7.008739292203859,7.008739292203859
20017,"Chase County, Kansas",Kansas,4870,41,8.418891170431213,8.418891170431213
20019,"Chautauqua County, Kansas",Kansas,5960,52,8.7248322147651,8.7248322147651
20021,"Cherokee County, Kansas",Kansas,34760,276,7.940161104718067,7.940161104718067
20023,"Cheyenne County, Kansas",Kansas,5200,46,8.846153846153845,8.846153846153845
20025,"Clark County, Kansas",Kansas,3960,32,8.080808080808081,8.080808080808081
20027,"Clay County, Kansas",Kansas,15930,111,6.967984934086629,6.967984934086629
20029,"Cloud County, Kansas",Kansas,16990,123,7.239552678045909,7.239552678045909
20031,"Coffey County, Kansas",Kansas,16400,119,7.25609756097561,7.25609756097561
20033,"Comanche County, Kansas",Kansas,3520,25,7.102272727272727,7.102272727272727
20035,"Cowley County, Kansas",Kansas,63170,466,7.376919423777109,7.376919423777109
20037,"Crawford County, Kansas",Kansas,65400,506,7.7370030581039755,7.7370030581039755
20039,"Decatur County, Kansas",Kansas,5690,46,8.084358523725836,8.084358523725836
20041,"Dickinson County, Kansas",Kansas,36700,263,7.166212534059945,7.166212534059945
20043,"Doniphan County, Kansas",Kansas,13590,102,7.50551876379691,7.50551876379691
20045,"Douglas County, Kansas",Kansas,198350,1400,7.0582304008066545,7.0582304008066545
20047,"Edwards County, Kansas",Kansas,5980,45,7.525083612040134,7.525083612040134
20049,"Elk County, Kansas",Kansas,4760,39,8.19327731092437,8.19327731092437
20051,"Ellis County, Kansas",Kansas,53860,370,6.869662086891942,6.869662086891942
20053,"Ellsworth County, Kansas",Kansas,11200,74,6.607142857142858,6.607142857142858
20055,"Finney County, Kansas",Kansas,69740,548,7.857757384571266,7.857757384571266
20057,"Ford County, Kansas",Kansas,63180,481,7.613168724279836,7.613168724279836
20059,"Franklin County, Kansas",Kansas,47020,345,7.337303275202042,7.337303275202042
20061,"Geary County, Kansas",Kansas,74530,587,7.876023077955185,7.876023077955185
20063,"Gove County, Kansas",Kansas,5530,49,8.860759493670887,8.860759493670887
20065,"Graham County, Kansas",Kansas,5260,44,8.365019011406844,8.365019011406844
20067,"Grant County, Kansas",Kansas,13260,97,7.315233785822021,7.315233785822021
20069,"Gray County, Kansas",Kansas,10930,78,7.136322049405306,7.136322049405306
20071,"Greeley County, Kansas",Kansas,2580,12,4.651162790697675,6
20073,"Greenwood County, Kansas",Kansas,11520,89,7.725694444444445,7.725694444444445
20075,"Hamilton County, Kansas",Kansas,4430,35,7.900677200902935,7.900677200902935
20077,"Harper County, Kansas",Kansas,10900,86,7.889908256880735,7.889908256880735
20079,"Harvey County, Kansas",Kansas,63240,435,6.878557874762809,6.878557874762809
20081,"Haskell County, Kansas",Kansas,7100,57,8.028169014084508,8.028169014084508
20083,"Hodgeman County, Kansas",Kansas,3620,24,6.629834254143646,6.629834254143646
20085,"Jackson County, Kansas",Kansas,24910,177,7.105580088317945,7.105580088317945
20087,"Jefferson County, Kansas",Kansas,34210,233,6.810874013446361,6.810874013446361
20089,"Jewell County, Kansas",Kansas,6e3,47,7.833333333333333,7.833333333333333
20091,"Johnson County, Kansas",Kansas,1119820,7962,7.110071261452734,7.110071261452734
20093,"Kearny County, Kansas",Kansas,7350,54,7.346938775510203,7.346938775510203
20095,"Kingman County, Kansas",Kansas,14590,105,7.196710075394106,7.196710075394106
20097,"Kiowa County, Kansas",Kansas,4580,42,9.170305676855895,9.170305676855895
20099,"Labette County, Kansas",Kansas,38600,303,7.8497409326424865,7.8497409326424865
20101,"Lane County, Kansas",Kansas,3560,29,8.146067415730338,8.146067415730338
20103,"Leavenworth County, Kansas",Kansas,131840,910,6.902305825242719,6.902305825242719
20105,"Lincoln County, Kansas",Kansas,6010,47,7.820299500831946,7.820299500831946
20107,"Linn County, Kansas",Kansas,16700,128,7.664670658682635,7.664670658682635
20109,"Logan County, Kansas",Kansas,5720,45,7.8671328671328675,7.8671328671328675
20111,"Lyon County, Kansas",Kansas,58390,427,7.312896043843124,7.312896043843124
20113,"McPherson County, Kansas",Kansas,56090,376,6.7035122125156,6.7035122125156
20115,"Marion County, Kansas",Kansas,21510,154,7.1594607159460715,7.1594607159460715
20117,"Marshall County, Kansas",Kansas,20180,144,7.13577799801784,7.13577799801784
20119,"Meade County, Kansas",Kansas,7980,57,7.142857142857142,7.142857142857142
20121,"Miami County, Kansas",Kansas,59770,420,7.026936590262674,7.026936590262674
20123,"Mitchell County, Kansas",Kansas,12420,94,7.568438003220612,7.568438003220612
20125,"Montgomery County, Kansas",Kansas,57750,446,7.7229437229437226,7.7229437229437226
20127,"Morris County, Kansas",Kansas,10610,82,7.7285579641847315,7.7285579641847315
20129,"Morton County, Kansas",Kansas,5940,47,7.912457912457913,7.912457912457913
20131,"Nemaha County, Kansas",Kansas,20110,137,6.812531079065142,6.812531079065142
20133,"Neosho County, Kansas",Kansas,28590,216,7.555089192025184,7.555089192025184
20135,"Ness County, Kansas",Kansas,6060,46,7.590759075907591,7.590759075907591
20137,"Norton County, Kansas",Kansas,9670,69,7.135470527404343,7.135470527404343
20139,"Osage County, Kansas",Kansas,29690,208,7.005725833614011,7.005725833614011
20141,"Osborne County, Kansas",Kansas,7640,60,7.853403141361256,7.853403141361256
20143,"Ottawa County, Kansas",Kansas,11360,79,6.954225352112676,6.954225352112676
20145,"Pawnee County, Kansas",Kansas,11920,86,7.2147651006711415,7.2147651006711415
20147,"Phillips County, Kansas",Kansas,10660,78,7.317073170731708,7.317073170731708
20149,"Pottawatomie County, Kansas",Kansas,41720,281,6.7353787152444875,6.7353787152444875
20151,"Pratt County, Kansas",Kansas,18310,129,7.045330420535226,7.045330420535226
20153,"Rawlins County, Kansas",Kansas,5230,44,8.413001912045889,8.413001912045889
20155,"Reno County, Kansas",Kansas,115950,827,7.132384648555412,7.132384648555412
20157,"Republic County, Kansas",Kansas,9750,73,7.487179487179487,7.487179487179487
20159,"Rice County, Kansas",Kansas,17290,124,7.171775592828224,7.171775592828224
20161,"Riley County, Kansas",Kansas,108260,755,6.9739515980048035,6.9739515980048035
